COPD_number,Some college or associate's degree 2014-18,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),19-Oct,High school diploma only 2014-18,Employed_2018,Family Medicine/General Practice Primary Care (2019),Active Physicians per 100000 Population 2018 (AAMC),CI90UBINC_2018,Percent of Population Aged 60+,Median_Household_Income_2018,R_DOMESTIC_MIG_2018,Hawaiian/Pacific Islander-alone pop,Bachelor's degree or higher 2014-18,R_INTERNATIONAL_MIG_2018,Total Specialist Physicians (2019),Unemployed_2018,Total physician assistants (2019),anycondition_prevalence,N_POP_CHG_2018,Active Primary Care Physicians per 100000 Population 2018 (AAMC),White-alone pop,diabetes_number,Two or more races pop,GQ_ESTIMATES_2018,CI90LBINC_2018,CKD_prevalence,Less than a high school diploma 2014-18,county_pop2018_18 and older,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),70-79,80+,0-9,Total nurse practitioners (2019),diabetes_prevalence,Heart disease_prevalence,50-59,CKD_number,Active General Surgeons per 100000 Population 2018 (AAMC),COPD_prevalence,POP_ESTIMATE_2018,Obesity_prevalence,Asian-alone pop,20-29,Native American/American Indian-alone pop,Civilian_labor_force_2018,Population Aged 60+,40-49,30-39,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Black-alone pop,R_death_2018,60-69,anycondition_number,R_birth_2018,Heart disease_number,Internal Medicine Primary Care (2019)
5701,15927,99.6,1.853362212,11068,16968,48560,38.45726591,315.1,69746,26.6,65163,347,30,25442,24,148.136594,1032,34.48577545,34.0,-161,105.9,83217,7281,1692,7102,60580,2.8,4538,75264,8.6,8115,4398,7558,67.11818869,9.7,6.7,12599,2129,9.7,7.6,89786,26.2,3406,13321,348,49592,23734,9488,10105,287.6,21,1093,9.2,13134,25559,7.8,5071,57.52042009
7942,25891,114.6,1.372920231,14025,27750,63440,36.08034367,449.5,62528,29.2,58375,255,64,31034,41,379.328707,2669,39.64993627,38.4,-137,134.3,116185,11098,3072,5889,54222,3.2,8271,104986,7.3,12505,7715,10895,114.6662977,10.6,7.9,19283,3350,9.6,7.6,126348,26.2,2165,15270,405,66109,37339,13728,13580,353.7,356,4457,11.7,19347,40351,7.8,8300,168.2834091
610,2894,79.6,0.589096894,1413,2275,5488,8.866663509,237.6,60111,25.1,54814,22,3,2058,3,13.63985886,161,3.428846025,49.0,-44,87.0,9721,1042,390,440,49517,3.2,643,8762,9.7,930,663,1588,6.903007195,11.9,8.2,1566,279,10.5,7.0,11481,40.4,73,1365,1191,5649,2909,1157,1274,217.1,266,103,10.4,1525,4296,13.8,718,5.301872047
555,1852,84.8,0.603315443,1357,2196,3747,5.726204469,240.4,50921,23.4,47412,510,1,1003,0,10.13993324,125,4.276130509,47.7,-87,92.8,5949,909,321,589,43903,4.0,694,6563,8.6,700,535,1648,5.00645973,13.8,10.1,1130,260,9.2,8.4,9338,35.8,25,1030,2997,3872,2183,904,962,219.1,393,45,11.5,1072,3128,17.4,665,3.588139215
4546,18811,88.0,4.303856237,9477,17475,36486,45.11363591,247.1,52793,23.6,50054,8,103,14389,8,88.53647116,1362,30.05013908,45.3,39,91.5,72157,6719,3244,2488,47315,3.0,4574,63354,9.4,6425,3961,10536,38.73470613,10.6,7.2,10266,1920,9.8,7.2,81643,37.2,784,12218,4032,37848,19330,8241,10372,236.2,65,1323,10.3,10147,28704,13.1,4574,26.43797403
6179,29692,87.1,0.904791144,9875,13945,47176,38.3036652,279.6,71700,34.0,66681,43,199,27754,9,148.1211151,1694,19.95329105,36.4,193,96.2,93094,8799,3126,1176,61662,3.5,4386,82625,6.2,12140,5845,8919,38.84805207,10.6,7.9,13917,2857,7.2,7.5,99696,22.1,1417,8796,1260,48870,33612,10748,10804,243.8,159,600,9.5,18652,30103,7.6,6567,56.36168344
2161,4205,71.2,0.494268363,3045,7372,7057,9.141517851,217.1,44643,24.9,40741,12,5,2118,7,31.03613823,570,2.618154203,57.4,-177,77.2,12781,3575,230,280,36839,4.3,3175,18725,6.9,2220,1197,2704,12.41543404,19.1,10.7,3419,811,7.6,11.5,23920,40.5,104,2911,126,7627,6134,2871,2557,196.7,12,10674,12.8,2996,10741,11.1,2003,11.18221001
4776,7136,89.4,1.23868887,4777,11648,14572,27.45023014,263.4,42608,26.0,38704,33,10,4386,7,62.00080185,931,14.77578867,61.5,-248,100.1,39027,5246,411,246,34800,3.9,5855,31766,9.2,3773,2000,4238,20.83651635,16.5,12.0,5575,1223,10.5,15.0,39944,41.8,126,4583,135,15503,10695,5147,4319,231.6,362,235,13.6,5532,19534,9.0,3808,21.58857745
7992,28357,71.9,2.010583228,20854,26772,70987,47.29723717,228.7,75275,18.3,70974,269,148,27895,17,177.3195746,2518,46.13248551,42.3,2814,79.1,112127,13075,2941,585,66673,2.8,10498,110099,6.1,9481,3887,18341,66.76522925,11.9,6.3,21264,3125,7.0,7.3,145864,32.2,3163,17504,604,73505,25269,20528,18656,202.9,273,26881,7.4,15349,46518,11.6,6983,69.02540212
1868,4055,72.9,0.474290362,2547,5232,9317,8.582397018,230.9,53598,24.7,48614,73,4,2647,14,29.16208166,387,4.453812347,55.3,52,77.3,18360,2367,404,236,43630,3.6,2098,15550,7.6,1693,955,2497,13.25302782,15.2,10.1,2833,559,8.3,12.0,20184,38.9,100,2435,81,9704,4949,2609,2110,214.6,170,1235,11.7,2505,8592,11.7,1573,8.921175848
1470,3185,72.9,0.336190656,1849,3978,5808,6.083449967,230.9,50249,22.6,45458,187,20,998,4,20.67092263,267,3.156990351,58.4,96,77.3,13495,1675,253,313,40667,3.6,1742,11124,7.6,1059,637,1663,9.394127476,15.1,10.5,2096,401,8.3,13.2,14307,43.4,48,1697,51,6075,3193,1711,1768,214.6,403,440,10.4,1827,6495,11.1,1164,6.32358615
2891,4216,72.9,0.514590003,2530,6056,5904,9.311628631,230.9,35558,23.9,32321,405,0,1893,0,31.63993392,412,4.832245174,64.2,-429,77.3,21499,3203,179,243,29084,4.3,4005,17160,7.6,1873,837,2627,14.37911495,18.7,12.9,3181,731,8.3,16.8,21899,40.5,48,2298,42,6316,5498,2735,2593,214.6,406,131,13.3,3225,11012,11.8,2212,9.67919292
1233,3430,81.7,0.178020201,1832,3852,7884,6.914972202,263.2,53473,29.5,48315,32,4,2562,0,21.79263967,221,3.897900662,44.6,10,90.3,15106,1598,249,85,43157,3.5,1666,12683,6.3,1616,797,1598,8.303900649,12.6,9.3,2376,448,7.3,9.7,15795,31.8,75,1475,34,8105,4593,1994,1636,231.8,131,327,10.1,2471,5651,8.7,1175,7.877393916
3878,9519,74.4,0.90081977,5753,13939,20339,22.67745527,230.8,56910,25.7,53187,232,12,4996,0,59.41315846,813,5.766611406,46.3,43,80.3,44271,4812,604,653,49464,3.3,3688,35728,6.1,4082,2185,5147,23.56462625,13.5,8.8,6548,1197,6.5,10.9,45668,34.6,329,5080,204,21152,11750,5657,5123,212.0,30,248,12.2,6093,16559,10.6,3139,17.95497587
1109,4111,86.4,0.35213074,1563,4420,6993,8.673536114,264.9,58700,36.5,55295,376,11,2342,12,24.34997303,339,4.871583165,46.1,79,94.6,14089,1620,380,134,51890,3.9,808,12661,7.1,1992,964,1422,8.051350221,12.8,10.0,2403,489,7.9,8.8,15392,35.9,70,1250,720,7332,5563,1524,1332,238.3,177,122,11.9,2942,5839,8.4,1263,8.080473816
51,139,66.5,0.013229045,90,182,447,0.24313113,224.8,52930,33.7,47625,537,1,131,0,0.857434357,11,0.147796004,47.9,-34,72.9,684,81,17,53,42320,3.8,104,573,5.4,93,64,79,0.250415958,14.1,9.8,101,22,6.2,9.0,726,33.5,1,46,12,458,229,65,82,199.9,531,11,16.2,106,275,8.1,56,0.274698717
937,3520,86.4,0.306490094,1472,4180,6426,7.549334935,264.9,51341,33.3,47032,27,125,1754,14,21.19390519,247,4.2401637,46.9,-9,94.6,12780,1347,196,161,42723,3.7,913,10970,7.1,1464,829,1206,7.007792289,12.3,9.5,2220,407,7.9,8.5,13397,38.2,98,1077,113,6673,4514,1530,1120,238.3,171,85,11.2,2479,5144,8.9,1038,7.033141093
824,1337,72.9,0.207537281,1210,2693,3907,3.755436507,230.9,54251,19.6,49060,66,8,676,5,12.76057794,166,1.948873893,52.1,87,77.3,8444,955,172,85,43869,3.2,1100,6693,7.6,602,206,1139,5.799184585,14.3,9.3,1324,216,8.3,12.3,8832,38.2,42,1142,24,4073,1693,1134,1053,214.6,175,142,8.5,1022,3488,13.4,623,3.903677422
1365,3535,61.2,0.544569115,1990,4196,5749,6.034265854,191.3,40597,26.4,36987,96,8,1632,7,18.59786039,357,0.5885747,57.0,-128,65.9,7434,2344,140,87,33377,4.3,1907,12732,6.7,1496,778,2023,11.47445631,18.4,10.2,2216,553,7.1,10.7,16428,42.6,22,2084,42,6106,4371,1860,1743,174.8,19,8782,11.5,2238,7258,11.8,1295,6.485323101
6437,18982,87.5,0.851984392,9200,22758,41945,28.13626506,306.5,67057,33.8,62175,34,72,21980,16,162.7913593,3840,19.34627974,43.5,-624,97.7,84929,9312,1794,2601,57293,3.4,6156,76345,6.7,10965,5933,8822,57.32192553,12.2,8.8,13720,2631,7.6,8.4,92560,31.4,935,10196,316,45785,31925,8992,9051,271.0,24,4514,14.0,15681,33175,8.7,6716,73.45767872
741,1868,71.9,0.11461361,992,2346,2900,2.696186359,228.7,40928,29.7,36869,304,2,856,0,10.10812992,162,2.629789509,53.4,28,79.1,5360,1128,128,96,32810,4.3,859,6587,6.1,894,459,917,3.805962275,17.1,10.3,1164,285,7.0,11.2,8315,38.2,64,930,26,3062,2541,915,835,202.9,173,2735,12.2,1209,3520,11.1,677,3.934803781
2411,9232,87.2,0.502288738,3827,8532,17043,16.26126215,284.4,59707,24.8,54915,69,17,4418,12,57.43819456,788,6.693601798,45.5,-288,99.6,31369,3071,519,3035,50123,3.2,2785,27483,5.8,2815,1799,3602,13.33079684,11.2,7.9,5033,873,7.0,8.8,34223,33.7,289,4064,125,17831,8585,4196,4283,240.5,343,1904,11.8,4604,12494,9.5,2173,25.92293377
419,1685,87.2,0.096221984,585,1838,2818,3.115122423,284.4,61403,18.6,55327,340,2,685,12,11.00326691,78,1.282273716,46.9,-55,99.6,5156,547,58,1983,49251,2.7,786,5515,5.8,392,240,580,2.553741755,9.9,6.5,837,149,7.0,7.6,6556,35.5,22,1233,84,2896,1260,917,1143,240.5,336,1234,9.1,629,2587,9.4,359,4.965980592
548,1318,66.5,0.179740083,1527,1893,4791,3.303368407,224.8,55795,18.5,50539,258,33,1069,30,11.64976927,114,2.008071328,49.7,68,72.9,9263,1063,140,67,45283,3.6,1768,7044,5.4,597,349,1557,3.402345738,15.1,8.4,1228,254,6.2,7.8,9864,38.9,93,1312,163,4905,1826,1092,1236,199.9,310,172,5.7,966,3503,16.2,592,3.732270173
7129,11248,75.8,2.806174621,11773,21964,29941,31.82699317,260.3,40201,21.1,36624,29,19,7592,4,133.0801673,1992,13.62237933,53.7,-683,84.1,46494,10399,1079,1105,33047,4.2,12844,60534,7.8,5723,3143,12450,41.98605573,17.2,9.9,10728,2524,9.1,11.8,82764,41.0,383,10288,345,31933,17636,8933,9954,231.8,351,34444,12.3,9772,32526,14.7,5992,44.52582137
2288,7591,66.5,0.89665957,7387,6981,19569,16.4793342,224.8,48733,19.0,44276,75,86,5460,40,58.11657,876,10.01755615,48.8,112,72.9,46635,5573,608,1914,39819,3.8,9332,35175,5.4,3104,1891,8103,16.97309703,15.8,7.9,4993,1323,6.2,6.5,49208,38.5,384,7876,482,20445,9283,5468,6347,199.9,156,1013,8.1,4039,17165,16.7,2782,18.6189731
1989,5039,94.8,0.22465229,3284,8469,11030,8.769559265,375.1,56250,23.5,52660,3,32,2996,2,66.18851922,647,12.03513743,44.4,-129,112.9,25692,2594,308,313,49070,3.3,1869,20394,7.4,1975,1245,3320,17.06680739,12.7,8.4,3890,670,10.2,9.8,26447,33.2,115,2973,90,11677,6305,3017,3075,304.1,3,210,10.0,3668,9060,11.7,1716,28.04093642
382,1153,66.5,0.1565437,1523,1445,3630,2.877051702,224.8,67436,15.4,61560,341,3,817,108,10.14630655,106,1.748919381,46.4,29,72.9,8161,757,106,56,55684,3.1,1595,5794,5.4,453,245,1549,2.963255498,13.1,7.0,947,181,6.2,6.6,8591,37.2,46,1081,148,3736,1306,916,1109,199.9,149,127,5.5,768,2690,17.5,407,3.250601486
1532,1952,71.9,0.218834115,1564,5573,4078,5.147883901,228.7,38087,23.3,34297,309,11,1015,57,19.29965973,297,5.021111035,55.9,-14,79.1,9578,2450,208,3202,30507,4.3,3607,13339,6.1,1228,766,1273,7.266801813,18.4,10.2,2132,573,7.0,11.5,15876,41.0,114,2061,57,4375,3802,2329,2581,202.9,165,5908,10.4,1942,7452,8.2,1358,7.512801542
13405,37325,81.7,2.578537243,23470,34510,113125,100.160056,263.2,50669,18.0,48747,55,363,59442,20,315.6559342,4134,56.45922173,40.4,1815,90.3,107247,22833,5234,12514,46825,3.2,23142,188719,6.3,11812,7228,24724,120.2780185,12.1,6.4,27371,6074,7.3,7.1,228783,33.0,5396,47188,1229,117259,39776,23448,38562,231.8,173,109314,9.6,24980,76314,13.1,12076,114.100273
542,1682,80.5,0.376108576,1094,2161,3989,4.840706782,227.6,55655,26.7,50646,203,1,913,46,10.31728058,144,2.251239823,49.8,18,88.0,7588,771,130,103,45637,3.5,454,5881,6.3,740,491,1076,4.442951669,13.1,9.0,1057,205,6.8,9.2,7878,39.1,54,782,54,4133,2090,813,841,206.5,165,51,12.5,984,2929,13.3,530,3.260509599
1272,4227,68.9,0.42360142,1869,4209,6125,8.67912243,192.6,44747,34.6,40569,332,11,2419,9,13.13164402,301,5.817459503,39.8,140,73.9,15411,1884,383,518,36391,4.1,1125,13254,5.5,2104,1023,1719,6.476395046,14.2,10.6,2211,542,5.8,9.6,16513,27.4,103,1453,520,6426,5638,1602,1578,181.6,328,85,10.0,2954,5278,9.2,1409,3.661798943
653,2226,86.4,0.205691754,1001,2484,3806,5.066512682,264.9,49232,30.5,45156,371,12,1003,2,14.22366213,192,2.845660359,46.5,21,94.6,7175,911,284,353,41080,3.7,728,7240,7.1,899,502,991,4.703072365,12.6,9.4,1313,270,7.9,9.0,8991,37.3,35,997,1369,3998,2759,977,855,238.3,41,116,11.8,1456,3366,11.5,682,4.720084464
1252,3771,81.7,0.222922543,2608,4145,10003,8.659147527,263.2,74151,22.7,67498,10,13,3745,56,27.28943463,258,4.881074846,44.0,131,90.3,17402,1748,523,137,60845,3.1,1834,15048,6.3,1650,670,2562,10.39840778,11.6,7.6,2904,467,7.3,8.3,19779,33.5,379,2044,74,10261,4356,2450,2491,231.8,30,1388,7.3,2400,6623,11.5,1148,9.864322524
27536,104770,114.6,7.66487365,88424,95171,381505,201.4328795,449.5,102760,22.3,100184,315,325,258768,29,2117.75349,11654,221.361551,32.9,4071,134.3,550905,45784,14552,17045,97608,2.5,29903,557639,7.3,48923,32758,77292,640.1702473,8.2,5.5,103628,13800,9.6,4.9,705388,23.8,83346,88312,1488,393159,155147,90854,91900,353.7,115,54772,8.4,83297,183465,10.2,30840,939.5091129
2094,4017,81.7,0.269740898,2711,7659,11357,10.477748,263.2,53944,27.8,49073,261,9,2408,12,33.02078159,492,5.906201744,49.7,178,90.3,22917,2603,321,194,44202,3.6,3223,19176,6.3,2336,1203,2472,12.58228897,13.6,9.8,3723,699,7.3,10.9,23933,35.8,120,2622,66,11849,6578,2929,2644,231.8,104,500,12.4,3293,9534,9.8,1875,11.93603473
1530,3111,81.7,0.163683912,1634,4066,4261,6.358096948,263.2,38647,27.5,35047,383,2,1091,12,20.03763887,234,3.583995651,52.2,-198,90.3,14276,1778,107,512,31447,4.2,2680,11652,6.3,1522,681,1501,7.635172468,15.3,11.3,2034,486,7.3,13.1,14523,38.0,31,1519,37,4495,4171,1837,1697,231.8,54,70,14.0,2098,6081,8.1,1314,7.243013096
1504,2632,87.6,0.171156317,1050,3848,3414,7.158850691,287.0,39003,35.8,36044,348,2,1019,14,24.13185216,252,4.496419087,57.5,-103,97.8,10360,1770,341,370,33085,4.9,1538,9958,6.7,1490,704,1047,5.253548074,17.8,13.5,1865,483,7.9,15.1,11881,39.3,36,976,114,3666,4182,1253,1017,249.7,64,1028,13.5,2479,5728,8.3,1348,8.813361758
2585,5618,79.0,0.581597962,3684,8277,12509,13.04304939,273.1,44779,25.4,40808,26,9,2727,4,51.79558903,581,3.170185615,53.0,-140,86.6,28248,3203,340,689,36837,3.5,3974,22855,6.3,2563,1577,3345,16.28951014,14.0,9.6,3897,803,7.0,11.3,29206,38.6,88,3398,150,13090,7527,3597,3431,236.3,75,371,13.2,3714,12121,10.0,2195,18.16778553
1688,3871,75.0,0.609991622,2554,6333,7840,11.67995322,207.6,48876,25.2,44565,104,7,2329,12,25.21067647,358,1.448730102,50.0,43,79.9,17708,2314,505,286,40254,3.7,2059,16179,6.5,1825,1066,2567,9.045898484,14.3,9.9,2983,593,7.0,10.4,20891,37.5,97,2356,183,8198,5270,2433,2403,188.2,103,2391,10.2,2704,8095,10.4,1610,6.231618956
21744,120819,91.7,5.882862273,64952,74791,219230,282.4413333,278.8,76314,20.3,73971,175,4274,93232,6,710.8671727,11123,122.005448,38.1,7365,100.6,416497,35011,20548,3425,71628,2.7,23932,366501,6.1,33233,14964,61427,194.1983992,9.6,6.1,62840,9872,6.9,5.9,481857,32.1,23655,60445,5670,230353,92850,63744,64304,246.3,138,11213,7.5,55948,139527,11.9,22273,239.6626935
133740,680074,87.1,30.3427032,404237,409272,1539530,1284.535942,279.6,80044,18.4,78777,13,19678,848022,20,4967.328718,52663,669.1453517,34.1,17896,96.2,2522987,251137,150976,108137,77510,2.7,286008,2620956,6.2,197656,118438,409094,1302.792276,9.6,5.3,412056,70932,7.2,5.1,3343364,24.1,420909,538232,44035,1592193,604412,417723,504704,243.8,166,184779,6.9,341224,893601,12.5,139723,1890.122205
8435,20085,89.4,2.611188638,9797,21232,33962,57.86580535,263.4,48990,26.0,45278,164,33,13302,46,130.699317,1974,31.14775018,55.9,-880,100.1,80919,10224,1434,1007,41566,3.6,6298,66582,9.2,7751,4074,9512,43.92392316,15.4,10.2,11963,2393,10.5,12.7,84203,41.1,531,9542,211,35936,22379,10428,9645,231.6,440,1075,12.5,11491,37210,10.5,6804,45.50928769
33454,79054,80.1,3.667487538,37185,97059,129921,139.9391558,265.2,46826,34.7,44517,238,315,50132,75,491.8658517,5825,102.9769657,51.9,6260,86.8,295682,47754,7125,9018,42208,4.2,32787,293055,6.0,50525,25800,36299,208.8946819,16.3,11.2,44919,12360,6.9,11.4,359977,37.6,6481,37940,1874,135746,119425,36754,37017,240.7,239,48500,14.1,53538,152080,9.7,32863,195.9655207
751,3663,96.0,0.311729674,1882,3440,5611,8.605702652,302.7,49874,27.8,46312,88,1,1256,12,23.0311774,306,4.447670623,46.9,127,104.9,13141,1180,289,482,42750,3.5,890,10241,6.6,1175,895,1937,7.069145361,11.5,8.4,1758,354,7.4,7.3,13773,36.4,70,1452,109,5917,3789,1458,1454,265.0,368,163,13.4,1762,4805,14.4,862,7.891424423
406,1346,66.5,0.14067249,1257,1268,3917,2.585361324,224.8,62985,15.5,56781,447,3,433,16,9.117621533,113,1.571604892,49.0,146,72.9,7125,769,106,97,50577,3.4,1500,5437,5.4,427,231,1249,2.662825334,14.1,7.7,909,183,6.2,7.5,7720,38.6,70,1031,158,4030,1204,945,1006,199.9,223,258,6.9,665,2663,13.5,416,2.9210387
784,1989,66.5,0.223891565,1813,2541,5013,4.11481018,224.8,45686,20.7,41268,551,10,963,12,14.51142691,215,2.501335402,53.5,-171,72.9,11270,1437,181,955,36850,3.9,2536,8908,5.4,802,505,1912,4.238100373,16.1,9.2,1436,344,6.2,8.8,12287,40.8,70,1694,156,5228,2635,1283,1613,199.9,121,600,10.7,1229,4766,14.7,816,4.649067682
3195,8473,83.7,0.697985242,5735,11146,16587,19.45004235,292.7,58721,22.3,53947,174,26,5244,12,81.9664937,920,8.04481959,51.0,91,93.7,39826,3962,899,1119,49173,3.1,3236,32367,7.1,3101,1687,5147,21.72748905,12.2,8.3,5774,1001,8.3,9.9,42057,39.8,223,5287,140,17507,9347,5018,4897,248.6,171,943,10.9,5411,16502,11.5,2699,28.44469753
1107,2664,68.5,0.442325655,1874,3610,6338,7.997247836,206.7,54223,24.7,50031,52,11,1781,17,16.49697762,187,4.557723545,50.5,54,73.9,10738,1521,961,313,45839,3.6,1587,10740,5.8,1266,661,1667,4.002162523,14.2,10.0,1838,389,6.2,10.3,13953,35.3,75,1506,1925,6525,3407,1650,1669,189.1,368,243,14.2,1822,5428,10.1,1072,4.667420308
140,454,88.9,0.032408731,241,539,1163,0.991561503,285.7,52597,30.9,47482,188,2,300,0,2.654238632,34,0.818229415,39.8,21,95.4,1940,191,52,0,42367,3.7,115,1659,7.1,246,111,206,1.054194106,11.5,9.0,299,62,7.8,8.4,2074,27.3,5,171,67,1197,537,241,201,262.5,189,8,5.3,358,661,5.8,150,0.911450034
5834,28786,81.7,1.690149377,22610,20648,68014,65.65173988,263.2,113633,14.0,108421,515,257,36557,45,206.902453,2070,37.00722908,38.0,3170,90.3,107329,9946,6554,3455,103209,2.3,5815,110872,6.3,7148,3015,20320,78.83842617,9.0,5.0,21403,2572,7.3,5.3,149960,30.9,5589,20384,1041,70084,19771,21106,20910,231.8,424,29190,5.2,13064,42149,11.6,5584,74.78910995
169,379,84.8,0.131930835,340,465,721,1.252185642,240.4,36403,22.2,32780,139,0,171,0,2.217363854,37,0.935088724,60.0,-25,92.8,797,257,120,49,29157,5.1,237,1415,8.6,131,76,349,1.094794471,18.2,12.8,259,73,9.2,11.9,2042,45.7,5,278,1114,758,457,186,180,219.1,459,6,15.1,243,849,22.4,181,0.78464128
374,1674,80.5,0.281627887,755,1280,2812,3.624692728,227.6,50867,26.5,45966,162,12,768,4,7.725518933,82,1.68571512,47.2,-49,88.0,5649,564,99,102,41065,3.3,295,4496,6.3,476,331,796,3.326856042,12.6,8.2,761,149,6.8,8.3,5899,40.6,31,704,39,2894,1592,570,744,206.5,55,69,12.8,762,2123,12.0,369,2.441450384
12518,39067,77.8,3.179040356,24661,38135,95960,68.72255935,253.1,68324,21.1,66171,234,186,33020,2,279.2856062,2746,32.95144438,43.5,3565,85.1,165055,16528,3568,1250,64018,2.9,12315,143227,7.4,13480,6285,23351,158.8967301,11.5,7.5,25917,4124,8.1,8.7,187149,31.2,2752,22094,739,98706,36997,25408,24188,225.8,478,14849,9.1,21765,62241,11.5,10739,99.15841528
2228,4791,61.2,0.936388384,3491,7000,8570,10.37593997,191.3,36604,17.4,33111,107,6,2754,44,31.97908208,503,1.012056132,56.8,-230,65.9,11415,3684,276,5560,29618,4.0,4271,22041,6.7,1604,982,3291,19.73036534,16.7,9.0,3233,873,7.1,10.1,28248,44.7,157,4298,142,9073,4778,3534,5101,174.8,84,16252,9.8,2714,12530,10.5,1980,11.15153439
5794,15203,94.8,0.685458333,9508,20505,34831,26.75765058,375.1,59390,22.0,55517,15,34,12588,39,201.9541936,1597,36.72157201,44.8,128,112.9,74249,7219,1239,6636,51644,3.0,6658,66204,7.4,5819,3400,7967,52.07418696,10.9,7.4,11671,1978,10.2,8.8,80695,35.1,1177,12632,329,36428,17868,9585,10014,304.1,169,3667,9.0,10099,29627,9.6,4930,85.55841359
13238,71002,91.7,3.496812393,33474,40832,131144,167.8850037,278.8,75123,22.2,72400,456,2755,68603,35,422.5441671,6553,72.52084833,38.8,6130,100.6,234385,22014,16165,4096,69677,2.8,11478,225041,6.1,21581,10453,34053,115.4328178,9.8,6.3,35673,6268,6.9,5.9,286419,29.6,17786,37993,5102,137697,60028,35764,41350,246.3,449,10226,8.0,36078,87240,11.2,14180,142.4570962
400,1030,66.5,0.105303927,882,1348,2450,1.935337188,224.8,41788,23.4,37911,417,4,480,12,6.82522472,116,1.176464335,53.1,-93,72.9,5344,739,124,62,34034,4.3,895,4243,5.4,485,281,808,1.993324819,17.4,10.3,700,181,6.2,9.4,5779,39.9,15,660,67,2566,1379,600,680,199.9,520,225,10.3,683,2252,11.8,436,2.186616923
7779,34929,88.0,8.441711185,20368,32637,78554,88.4872226,247.1,63570,22.3,59975,359,137,33325,1,173.6580587,2715,58.94123345,38.0,908,91.5,145178,11288,4658,3698,56380,2.8,6751,122508,9.4,11428,6795,20594,75.97540066,9.2,6.5,20273,3420,9.8,6.3,160137,29.1,1202,20666,7759,81269,34804,18692,21831,236.2,259,1203,9.4,19490,46550,12.0,7913,51.85622585
58,280,80.3,0.038804873,76,220,548,0.525743443,239.2,59332,34.2,53369,397,0,111,0,1.145369643,14,0.342985008,46.6,-11,88.2,790,86,11,0,47406,3.9,31,649,6.2,83,68,95,0.436033252,13.3,9.9,114,25,6.8,9.0,805,36.4,3,74,1,562,289,78,71,214.5,470,0,4.9,146,303,12.3,64,0.37302749
3541,14046,81.7,0.796554463,9505,12716,35375,30.94116242,263.2,100742,22.3,93462,228,69,17066,5,97.51154216,944,17.44122376,38.6,1147,90.3,61626,5387,1922,389,86182,2.7,3698,54162,6.3,5254,2467,8628,37.15594672,9.9,6.3,11159,1476,7.3,6.5,70675,29.7,1183,7717,350,36319,15267,9018,8217,231.8,233,5525,8.8,8710,20912,10.9,3433,35.24753498
4152,5691,77.8,0.607681525,4060,11539,14151,13.13648931,253.1,39563,27.7,36192,231,20,2738,4,53.386143,696,6.29875111,56.1,293,85.1,33992,4854,636,294,32821,4.1,5440,28499,7.4,3550,1507,3858,30.37350787,17.0,11.6,5366,1178,8.1,14.6,35774,39.5,155,3942,216,14847,9766,4482,3750,225.8,203,755,14.2,5259,15993,10.2,3312,18.95437939
1986,8773,71.9,0.475201947,4538,5515,16165,11.17871614,228.7,81549,23.9,74686,264,47,7015,0,41.90953446,571,10.90342674,40.6,532,79.1,27451,3372,641,445,67823,3.0,2166,27141,6.1,2971,1168,3633,15.77998189,12.4,6.9,5294,822,7.0,7.3,34475,29.9,394,3629,173,16736,7948,4628,3744,202.9,289,5769,10.0,4870,11022,8.3,1886,16.31417442
4249,13437,71.9,0.97069388,9762,14274,35165,22.83473671,228.7,73485,19.9,68984,285,46,9306,25,85.60850575,1083,22.27240371,39.4,2706,79.1,62271,5853,1296,605,64483,2.9,7216,52527,6.1,4991,1896,9624,32.23373125,11.1,6.9,9227,1527,7.0,8.1,70422,28.2,1439,8411,258,36248,12724,9701,9629,202.9,292,5112,8.9,7181,20697,12.7,3605,33.32492506
4876,14042,72.3,0.844821736,6881,13212,24362,28.66272007,229.5,50203,33.5,46058,189,39,12370,12,78.99695425,1158,12.84373915,53.9,408,80.1,41674,8426,664,554,41913,4.2,5884,50811,6.2,8324,3261,5802,25.96908555,16.6,9.8,8555,2111,7.0,9.6,62249,38.5,365,6055,201,25520,20484,6685,5646,205.0,50,19306,13.8,11040,27366,9.0,4960,26.16498624
2668,5393,77.8,0.501158049,3638,9065,14637,10.83372964,253.1,51998,25.8,48024,260,13,3116,44,44.02782404,557,5.19461212,50.6,118,85.1,25504,3375,650,670,44050,3.6,3016,23260,7.4,2719,1351,3333,25.04918663,14.5,9.6,4404,835,8.1,11.5,29503,35.2,148,3559,132,15194,7499,3424,3167,225.8,403,3056,12.9,3908,11774,10.8,2232,15.63177322
419,1640,80.3,0.312752816,838,1720,3349,4.237296218,239.2,62806,31.5,57548,30,6,841,12,9.231252475,116,2.764331342,48.4,-49,88.2,6162,595,107,117,52290,3.6,444,5036,6.2,622,493,744,3.514265514,11.8,9.1,880,179,6.8,8.3,6488,38.7,28,617,146,3465,2059,653,681,214.5,11,39,14.1,960,2438,10.7,461,3.006462555
