COPD_number,Some college or associate's degree 2014-18,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),19-Oct,High school diploma only 2014-18,Employed_2018,Family Medicine/General Practice Primary Care (2019),Active Physicians per 100000 Population 2018 (AAMC),CI90UBINC_2018,Percent of Population Aged 60+,Median_Household_Income_2018,R_DOMESTIC_MIG_2018,Hawaiian/Pacific Islander-alone pop,Bachelor's degree or higher 2014-18,R_INTERNATIONAL_MIG_2018,Total Specialist Physicians (2019),Unemployed_2018,Total physician assistants (2019),anycondition_prevalence,N_POP_CHG_2018,Active Primary Care Physicians per 100000 Population 2018 (AAMC),White-alone pop,diabetes_number,Two or more races pop,GQ_ESTIMATES_2018,CI90LBINC_2018,CKD_prevalence,Less than a high school diploma 2014-18,county_pop2018_18 and older,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),70-79,80+,0-9,Total nurse practitioners (2019),diabetes_prevalence,Heart disease_prevalence,50-59,CKD_number,Active General Surgeons per 100000 Population 2018 (AAMC),COPD_prevalence,POP_ESTIMATE_2018,Obesity_prevalence,Asian-alone pop,20-29,Native American/American Indian-alone pop,Civilian_labor_force_2018,Population Aged 60+,40-49,30-39,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Black-alone pop,R_death_2018,60-69,anycondition_number,R_birth_2018,Heart disease_number,Internal Medicine Primary Care (2019)
1408,6871,77.9,0.985007977,3279,5965,14499,18.03900201,218.2,67883,24.6,63099,274,7,4578,47,34.11633559,317,7.120439017,43.9,-130,84.8,25458,2050,304,737,58315,2.9,1054,20739,6.5,1920,1275,2867,16.04394348,9.9,7.1,3787,604,6.9,6.8,26346,36.1,139,3024,123,14816,6491,3158,3355,193.1,42,315,11.1,3681,9103,10.1,1473,10.66813724
3575,10253,68.5,1.390949814,5319,12002,17145,25.14837263,206.7,44964,25.7,42376,147,39,4844,3,51.87686425,693,14.33234688,50.6,-268,73.9,31939,4880,3451,2419,39788,3.7,4096,34132,5.8,3986,2167,5304,12.58531391,14.3,10.0,5712,1264,6.2,10.5,43877,34.2,213,5404,6770,17838,11478,4994,5585,189.1,310,1465,13.6,5406,17258,11.1,3425,14.67730243
2454,5934,72.3,0.421250492,3975,8466,12232,14.29199133,229.5,37552,26.7,34365,12,6,3131,6,39.38997354,713,6.404228494,50.6,-253,80.1,12495,4357,434,201,31178,4.4,4168,23957,6.2,2774,1237,3772,12.94887382,18.2,9.4,4107,1064,7.0,10.2,31039,38.3,207,3799,221,12945,8483,3576,3291,205.0,386,17676,14.3,4508,12130,11.1,2244,13.04655509
3899,7791,88.2,0.748573365,5464,18114,22595,27.09910815,320.5,52876,29.2,50257,125,21,5020,12,100.6887601,1066,21.32493671,47.1,-262,100.8,47044,5147,477,551,47638,3.5,4428,38810,7.2,4900,2944,4888,26.34301143,13.3,9.3,7308,1375,8.7,10.0,48176,34.0,209,5107,93,23661,14259,5855,4807,273.3,42,332,11.8,6903,18288,10.2,3605,39.03114189
533,1023,72.9,0.112110549,569,1238,2198,2.028667072,230.9,45438,27.3,41249,84,0,504,2,6.893197165,113,1.052771438,54.2,-57,77.3,4556,616,99,60,37060,4.1,630,3685,7.6,433,295,609,3.132689046,16.7,12.2,644,152,8.3,14.5,4771,38.0,13,505,31,2311,1333,584,514,214.6,79,72,11.5,618,1998,12.5,450,2.108746035
505,1713,80.3,0.430951014,1265,2205,4597,5.838691151,239.2,64962,27.3,59219,356,5,1419,12,12.72000572,116,3.809050894,45.3,-24,88.2,8674,709,101,126,53476,3.2,771,6729,6.2,778,687,1147,4.84240655,10.5,7.9,1190,217,6.8,7.5,8940,38.3,45,931,74,4713,2467,887,929,214.5,56,41,10.1,1126,3046,11.6,532,4.142690388
371,1031,87.2,0.072298581,628,1732,2348,2.340618221,284.4,61000,26.3,55198,171,0,534,12,8.267555341,133,0.963465577,46.8,-52,99.6,4829,451,45,43,49396,3.3,262,3863,5.8,402,276,529,1.918812063,11.7,8.4,777,127,7.0,9.6,4926,33.8,11,484,11,2481,1345,629,532,240.5,294,30,9.5,669,1807,8.7,326,3.731302684
13405,62851,80.3,15.29403691,43912,42019,168976,207.2095323,239.2,61537,18.0,58618,27,308,74339,59,451.4207668,4408,135.179552,39.3,3295,88.2,275736,20894,9298,14984,55699,2.4,12495,244760,6.2,18150,10355,40506,171.8523502,8.5,5.4,34460,5981,6.8,5.5,317272,31.4,15376,58941,3114,173384,55100,35783,41973,214.5,423,13440,6.7,33192,96119,12.6,13323,147.0200967
1349,2704,80.1,0.148614052,1688,4312,4873,5.670619139,265.2,42229,24.1,38323,218,20,1019,12,19.93140445,209,4.172836041,51.5,150,86.8,11984,1665,345,1887,34417,3.6,2259,11663,6.0,1182,646,1529,8.464837266,14.3,9.6,1962,422,6.9,11.6,14587,35.5,117,1876,194,5082,3483,1972,1989,240.7,223,1927,10.7,1743,6008,8.8,1116,7.940921367
3936,12681,81.7,0.619582433,6175,12528,25165,24.06690515,263.2,54097,25.2,51525,322,36,8946,10,75.84721623,871,13.5662737,49.2,-113,90.3,45018,5767,1110,458,48953,3.4,5570,44345,6.3,4921,2730,5574,28.90093893,13.0,8.2,7885,1491,7.3,8.9,54973,38.4,594,7175,200,26036,13887,6700,6509,231.8,318,8015,10.1,7304,21823,8.6,3642,27.41652268
204,1063,96.0,0.090510925,534,1072,2116,2.49867167,302.7,60226,25.6,54412,317,4,473,1,6.687118162,115,1.291384217,42.3,-23,104.9,3793,343,71,34,48598,3.3,185,3033,6.6,340,242,510,2.052531206,11.3,8.0,547,99,7.4,6.7,3999,33.6,18,341,86,2231,1029,445,455,265.0,149,27,6.7,585,1281,9.7,244,2.291280496
5750,25982,86.4,2.641346588,14844,29054,61332,65.06053701,264.9,65163,23.5,61906,132,68,19182,5,182.6501095,1571,36.54193776,39.9,221,94.6,103566,8496,1968,2794,58649,2.9,5885,90025,7.1,8652,5269,13253,60.39349604,9.4,6.8,16848,2589,7.9,6.4,115456,33.5,6666,13763,650,62903,27003,13826,13812,238.3,150,2538,9.2,15189,35936,10.5,6107,60.61195328
2822,11389,77.9,1.739186254,5867,12170,21878,31.85069064,218.2,55692,25.4,51317,317,23,6235,6,60.23774763,728,12.57225318,47.4,-384,84.8,43704,4122,919,628,46942,3.2,2924,35916,6.5,3879,2510,5727,28.32810153,11.5,8.3,6751,1160,6.9,7.9,46518,34.2,303,5184,185,22606,12082,5273,5192,193.1,2,1384,11.1,6135,17030,11.5,2969,18.83627146
12366,25599,78.1,1.421958045,19276,29092,46738,51.0889212,255.0,37507,19.7,35407,340,204,11320,1,190.1741925,2915,53.85666097,54.5,-759,86.2,40787,17802,3611,4305,33307,4.5,19647,99102,6.2,9049,4144,17930,59.88728661,18.0,10.8,16714,4491,7.1,12.5,131831,37.2,877,18005,54971,49653,26448,16278,15278,223.5,15,31381,10.4,15157,53984,12.9,10673,64.17855286
7802,27191,87.2,1.606096971,13552,27573,52968,51.99631585,284.4,57918,24.6,54063,160,36,13887,9,183.6619125,3262,21.40317461,50.3,-251,99.6,103308,9858,1524,3387,50208,3.2,8762,85867,5.8,8446,5661,12412,42.6259854,11.5,8.0,15946,2774,7.0,9.1,109430,36.0,1028,12969,429,56230,27315,12697,13213,240.5,65,3105,11.1,14534,43207,11.1,6846,82.89006348
759,2012,68.5,0.352738304,1560,3286,5094,6.377508541,206.7,52313,23.0,47484,347,3,1563,12,13.1557278,161,3.634615487,48.2,-25,73.9,10081,1046,389,206,42655,3.3,797,8308,5.8,844,555,1522,3.191576177,12.6,8.9,1483,272,6.2,9.1,11127,36.1,58,1165,450,5255,2659,1163,1396,189.1,130,146,12.9,1439,4006,12.9,741,3.722094586
1490,4376,66.5,0.33386028,2529,4451,8430,6.135879558,224.8,49410,29.6,44773,15,14,1673,1,21.63899763,294,3.729915133,49.4,-20,72.9,17286,2141,278,816,40136,3.9,2053,14380,5.4,1829,1037,2095,6.319726136,14.9,10.4,2418,564,6.2,10.4,18322,36.2,130,2135,223,8724,5417,1868,1949,199.9,150,391,13.5,2462,7102,11.7,1501,6.932548064
1792,3982,71.9,0.300614337,2474,5803,7815,7.071693122,228.7,55408,29.3,51205,31,56,3438,9,26.5121113,408,6.897544126,49.1,103,79.1,15414,2764,258,159,47002,4.0,2260,17461,6.1,2447,1022,2304,9.982469182,15.8,9.7,3128,695,7.0,10.3,21809,33.9,140,2209,108,8223,6275,2343,2334,202.9,109,5833,11.4,3548,8577,9.7,1686,10.32040116
31598,135512,87.2,10.16098871,104756,119769,342785,328.9552173,284.4,89342,17.0,86108,362,361,152229,25,1161.938944,14441,135.4074003,40.7,1293,99.6,549909,50250,13609,8739,82874,2.6,40752,520167,5.8,39905,19571,86166,269.673727,9.7,5.6,98580,13365,7.0,6.1,692310,33.3,41201,86082,3242,357226,116816,99752,87114,240.5,130,83988,6.8,70384,211952,11.0,29069,524.4048236
2198,4846,68.5,0.881639703,3808,8396,12293,15.94004584,206.7,50934,23.8,47858,147,34,2703,10,32.88163438,417,9.084415504,50.9,-59,73.9,22899,2850,1587,317,44782,3.6,2671,20920,5.8,2200,1249,3782,7.977076036,13.6,9.9,3353,746,6.2,10.5,27811,35.3,152,3194,2476,12710,6609,3328,3472,189.1,130,663,12.1,3425,10647,12.4,2075,9.30306215
1017,3100,82.1,0.214604367,867,2462,3808,5.940876995,244.8,34735,44.1,31741,181,5,1771,4,15.14792777,289,2.784622521,46.8,-122,91.1,10069,1528,374,265,28747,5.0,1322,9259,7.3,1831,1039,1008,5.349406422,16.5,12.3,1414,467,7.7,11.0,10968,30.6,89,933,332,4097,4961,917,874,213.8,169,99,21.1,2085,4331,9.1,1138,5.124333549
36831,183807,87.1,7.722951828,113043,107135,409662,326.9454649,279.6,86326,19.8,84170,176,2464,187558,40,1264.305298,16066,170.3136758,33.7,165,96.2,715662,63672,29739,11371,82014,2.9,88185,656414,6.2,56705,33081,103676,331.5921434,9.7,5.9,115910,19164,7.2,5.6,850967,23.9,66975,116704,15895,425728,167777,107012,109144,243.8,64,20232,7.3,95692,221125,11.0,38571,481.0818154
1733,4141,81.7,0.199186516,1818,4725,7151,7.737151233,263.2,46825,31.7,42862,140,11,1880,0,24.38374934,287,4.361354758,49.8,-35,90.3,16316,2224,222,295,38899,4.2,2794,14595,6.3,2229,1071,1580,9.29122103,15.2,11.0,2795,606,7.3,11.9,17673,37.2,60,1586,95,7438,5697,2235,1569,231.8,259,969,13.7,2790,7264,8.6,1606,8.814003335
76,279,88.0,0.066843327,142,314,718,0.700661298,247.1,49075,28.5,44580,452,0,127,0,1.375062717,20,0.466709655,42.6,-20,91.5,1246,111,9,0,40085,3.3,35,987,9.4,134,62,159,0.601589939,11.3,8.3,144,32,9.8,7.7,1268,34.2,1,127,7,738,310,133,160,236.2,442,5,8.6,207,421,13.3,82,0.410609006
25466,100674,114.6,5.63011607,66935,99134,274968,147.9594503,449.5,92232,23.6,89678,214,680,130354,53,1555.563536,9970,162.5977521,39.3,3163,134.3,438624,37985,10344,11373,87124,2.8,25173,407472,7.3,41632,21573,56735,470.2272941,9.3,6.8,80248,11423,9.6,6.2,518132,27.9,8011,59758,1709,284938,119899,65404,58507,353.7,112,58764,9.1,67340,160283,9.9,27656,690.1020937
7013,30004,91.7,1.330592916,13696,22381,43194,63.88292292,278.8,62312,25.3,58624,185,468,12096,1,160.7847983,2729,27.59534003,48.2,2087,100.6,99269,10325,4031,1208,54936,3.3,8381,83950,6.1,9384,4455,13635,43.92402918,12.3,8.1,14392,2811,6.9,8.4,108987,37.5,1783,12990,2225,45923,26255,12925,12931,246.3,298,1211,10.9,14579,40440,12.2,6778,54.20719835
802,1324,61.2,0.273709958,1257,1812,2113,3.032927511,191.3,31044,21.3,28542,432,5,794,32,9.347609768,193,0.295827934,65.0,-92,65.9,1847,1392,98,82,26040,5.4,1588,6110,6.7,597,329,1101,5.767262341,22.8,11.5,1147,329,7.1,13.1,8257,49.2,31,980,18,2306,1849,835,983,174.8,294,6258,13.2,1028,3969,11.3,703,3.259636769
974,2556,61.2,0.412868781,1673,3139,4331,4.574919723,191.3,44804,23.7,40510,341,2,1317,0,14.10009442,274,0.446231915,54.4,-176,65.9,8243,1448,113,0,36216,3.8,1414,9410,6.7,1033,490,1623,8.699437139,15.4,9.4,1740,354,7.1,10.3,12455,39.6,50,1386,33,4605,3005,1431,1469,174.8,288,4014,12.4,1610,5119,12.8,881,4.916891844
2787,5835,81.7,0.608988006,9916,7083,23879,23.65537784,263.2,46407,12.5,42640,341,131,9647,84,74.55028168,857,13.33429987,40.0,126,90.3,44743,3831,1492,7684,38873,2.4,4266,44853,6.3,1972,1425,5492,28.40675301,8.5,5.2,4464,1079,7.3,6.2,54033,30.5,2428,15168,427,24736,6611,5133,6750,231.8,338,4812,5.0,3713,17931,12.3,2343,26.94771925
1321,4848,82.1,0.382640682,2040,4258,8306,10.59261401,244.8,49810,35.3,45095,248,31,4290,45,27.00883256,396,4.964996173,41.4,73,91.1,18014,2085,331,116,40380,4.0,1240,15955,7.3,2661,1207,1908,9.538018963,13.1,9.2,2767,639,7.7,8.3,19556,28.6,129,1710,848,8702,6880,1833,1951,213.8,222,203,10.5,3479,6608,8.6,1475,9.136712882
6227,15920,78.1,0.878591474,10803,17631,33175,31.56653653,255.0,47741,23.8,44015,347,114,10821,10,117.5037651,2167,33.27665207,48.3,-112,86.2,45632,9983,1282,1505,40289,4.0,10880,62774,6.2,6522,3510,9943,37.00282127,15.9,9.1,11083,2522,7.1,9.9,81455,36.9,987,10052,501,35342,19331,9836,9276,223.5,24,32939,11.5,10430,30339,11.5,5732,39.65428483
6353,11204,72.9,1.42562039,7747,16772,23679,25.79694038,230.9,44992,21.7,41425,367,16,5539,7,87.65528795,1268,13.38725432,54.8,370,77.3,58846,7297,731,697,37858,3.6,7787,46617,7.6,4457,2068,7589,39.83590689,15.7,10.4,8351,1687,8.3,13.6,60669,38.6,393,7504,222,24947,12999,7994,7595,214.6,282,461,11.1,7364,25559,12.4,4831,26.81524066
1996,4260,71.9,0.358865343,3488,6343,10468,8.441997818,228.7,48636,24.7,45850,218,22,3826,0,31.64944829,496,8.234103413,46.5,250,79.1,22138,2697,635,775,43064,3.5,2856,20248,6.1,2394,1011,3105,11.91680431,13.3,8.5,3418,700,7.0,9.9,26035,32.7,238,3535,132,10964,6327,2919,2734,202.9,135,2870,13.7,3431,9425,11.1,1716,12.32021845
1856,3078,77.8,0.342077781,2438,5894,7387,7.394829254,253.1,51888,24.5,47420,218,4,2187,95,30.05227673,343,3.545710568,51.7,292,85.1,19105,2238,299,298,42952,3.5,2799,15787,7.4,1707,768,2303,17.09793988,14.2,9.6,2960,550,8.1,11.8,20138,35.8,235,2330,92,7730,4748,2607,2399,225.8,410,403,11.8,2626,8167,10.1,1517,10.66985219
2402,5458,66.5,0.548823151,3831,9155,11711,10.08659297,224.8,47923,27.8,44154,14,16,3459,1,35.57171541,624,6.131498411,52.0,139,72.9,24186,3627,490,354,40385,4.0,3067,23317,5.4,3137,1606,3622,10.38881298,15.6,10.3,4069,929,6.2,10.3,30119,38.3,143,3126,201,12335,8380,3491,3148,199.9,177,5083,14.5,4089,12120,10.5,2393,11.39621303
1260,4905,77.9,0.77556386,2590,5809,10172,14.20333476,218.2,58539,25.9,55405,128,8,2697,44,26.86211438,312,5.60640655,45.1,60,84.8,19751,1855,145,1168,52271,3.2,1212,16305,6.5,1713,1238,2257,12.63248932,11.4,8.1,3029,524,6.9,7.7,20744,37.0,190,2179,82,10484,5304,2452,2533,193.1,41,568,9.4,2753,7361,9.5,1320,8.399750962
7598,14979,89.4,2.302663814,8439,21904,27908,51.02867487,263.4,45490,26.3,41298,22,23,9972,3,115.2565477,1557,27.46748978,56.6,-808,100.1,65864,9405,1465,3698,37106,3.6,7657,58794,9.2,6583,3588,8465,38.73409487,16.0,10.5,9082,2121,10.5,12.9,74254,37.5,710,8707,204,29465,20258,9712,9030,231.6,266,5988,13.6,10648,33305,10.0,6198,40.13214075
1635,6767,80.5,1.36240295,3883,5272,15893,17.53481206,227.6,63282,26.2,58017,274,22,5600,0,37.37296725,419,8.154814778,42.7,-136,88.0,27194,2495,531,928,52752,3.1,1681,21999,6.3,2220,1774,3402,16.09399743,11.3,7.5,3724,678,6.8,7.4,28537,34.3,251,3425,176,16312,7540,3015,3417,206.5,279,363,11.9,3677,9403,10.6,1650,11.81075938
4422,9400,77.8,0.907870151,6863,14665,25464,19.6257843,253.1,58909,21.1,56166,447,31,5478,0,79.75836638,793,9.410271477,48.1,661,85.1,49563,5314,1040,617,53423,3.2,6015,41105,7.4,3873,1881,6601,45.3777185,12.9,8.6,7563,1316,8.1,10.8,53446,35.4,344,6496,261,26257,10824,6976,6726,225.8,138,2207,9.9,6467,19777,11.3,3531,28.31765418
4342,9210,72.9,1.05902289,5625,13186,18429,19.16327134,230.9,48106,24.0,45512,363,31,5069,6,65.11477884,852,9.944729234,56.2,-301,77.3,40531,5729,944,1086,42918,3.5,4278,34880,7.6,3631,1939,5456,29.59212533,16.4,10.2,6239,1235,8.3,12.4,45068,41.2,318,5336,133,19281,11048,5515,5334,214.6,338,3111,12.0,5993,19614,10.4,3562,19.91971627
3674,13432,82.1,1.265731392,10213,11515,25818,35.03914952,244.8,47191,21.3,43527,474,167,7350,16,89.3421134,1319,16.4236366,47.6,-464,91.1,59585,6343,1171,1782,39863,3.7,9090,47645,7.3,4375,2723,8920,31.55067032,13.3,8.0,7791,1758,7.7,7.7,64689,34.0,752,8364,1488,27137,13924,7029,8222,213.8,114,1526,10.1,7052,22691,13.1,3790,30.22319593
8252,32033,87.2,1.942169424,16641,29789,62196,62.87643685,284.4,64219,23.7,61508,54,42,24656,2,222.0927859,3190,25.8817444,45.5,-1063,99.6,126929,10271,1946,2566,58797,2.9,6945,102333,5.8,10423,6727,15958,51.54538422,10.0,7.2,17670,3014,7.0,8.1,132328,32.8,1220,14548,432,65386,31973,16661,17051,240.5,92,1759,10.8,16649,46521,10.8,7373,100.2346369
292,1078,80.3,0.202219184,500,1200,2325,2.739743778,239.2,51832,35.0,46954,107,0,595,1,5.968727517,63,1.787356655,46.8,-65,88.2,4083,420,53,50,42076,3.7,235,3357,6.2,480,353,420,2.272247816,12.5,9.6,561,125,6.8,8.7,4195,37.4,27,395,24,2388,1511,393,428,214.5,172,8,14.9,665,1571,10.2,321,1.943913443
2343,7887,87.2,0.484236109,4124,9062,16519,15.67682033,284.4,60785,27.9,56099,141,15,4641,6,55.37382326,871,6.453028786,47.4,-175,99.6,31697,3067,464,457,51413,3.3,1981,25915,5.8,3019,2081,3630,12.85167812,11.8,8.4,4621,868,7.0,9.0,32993,34.3,334,3610,156,17390,9368,3770,3588,240.5,42,327,11.6,4550,12280,10.1,2170,24.99124431
586,2433,77.9,0.363367969,1211,2606,5148,6.654560865,218.2,61902,29.8,56698,173,12,1441,0,12.58546518,125,2.626719305,49.5,-77,84.8,9488,862,126,177,51494,3.4,521,7543,6.5,830,791,1154,5.918586757,11.4,8.6,1370,254,6.9,7.8,9719,38.7,46,925,17,5273,2963,993,991,193.1,214,30,12.4,1454,3734,11.2,645,3.935459873
61,128,68.9,0.021856017,139,140,393,0.447805505,192.6,53703,17.4,48471,328,2,92,42,0.677536529,12,0.300155968,45.0,-33,73.9,786,99,17,2,43239,4.0,232,654,5.5,59,44,97,0.334154217,15.1,9.6,95,26,5.8,9.3,852,35.0,9,96,28,405,184,104,109,181.6,325,10,3.5,109,294,6.9,63,0.188933125
1355,3157,66.5,0.315875338,1906,4562,6411,5.805341782,224.8,41154,23.2,37428,137,36,1553,6,20.47331208,257,3.528985854,52.4,-68,72.9,12443,2209,346,1940,33702,4.0,2763,13722,5.4,1354,808,2062,5.979284607,16.1,9.6,2355,547,6.2,9.9,17335,39.9,110,2411,199,6668,4004,1997,2352,199.9,341,4201,9.5,2090,7192,12.1,1321,6.559094023
12591,41128,73.2,2.455032499,29723,33924,80997,79.53713722,242.0,47059,22.4,44116,46,532,19315,27,274.1650148,16639,57.38268732,47.1,2372,78.1,193457,20561,4236,9283,41173,3.9,36452,158634,6.1,18771,11336,29937,100.6563325,13.0,8.6,21432,6229,6.9,7.9,212128,36.9,3367,33390,4824,97636,45739,21341,26345,224.0,22,5712,7.7,19853,74673,14.1,13649,98.34919348
873,2631,66.5,0.285171563,1894,3840,6652,5.241049835,224.8,54052,19.3,48743,20,5,1511,108,18.48326127,193,3.185960693,49.5,134,72.9,13795,1673,151,3012,43434,3.3,2498,12303,5.4,896,651,1839,5.398085036,13.6,7.6,1682,405,6.2,7.1,15650,38.4,79,2745,164,6845,2900,1898,2530,199.9,29,1456,9.1,1515,6085,11.5,941,5.921535706
4859,23529,86.4,2.391478349,13806,16361,57735,58.90588774,264.9,63030,19.9,60111,158,72,20548,10,165.3716269,1545,33.085114,34.8,860,94.6,95917,6926,1993,4598,57192,2.6,4179,83207,7.1,6852,3981,11887,54.68034329,8.3,6.0,12097,2185,7.9,5.8,104534,30.1,4595,19853,670,59280,20349,10868,13595,238.3,284,1287,7.5,11595,28997,11.4,5017,54.87813474
15311,44794,80.1,2.750343121,34607,34631,132846,104.9439679,265.2,52720,18.4,51026,44,215,67724,65,368.862838,4493,77.22507206,36.6,3136,86.8,188584,22543,7711,14487,49332,2.7,12112,221415,6.0,16277,8638,28015,156.6554884,10.2,6.1,27729,6046,6.9,6.9,269956,28.4,16900,66269,971,137339,47766,26618,34258,240.7,177,55575,7.5,27545,80981,10.5,13436,146.9595783
316,1791,80.3,0.287782724,822,1314,3383,3.898991742,239.2,70797,23.3,66228,74,1,676,12,8.494232009,85,2.543627946,39.1,-7,88.2,5755,475,80,0,61659,3.0,286,4471,6.2,412,301,791,3.233687596,10.6,7.2,845,133,6.8,7.1,5970,31.3,19,652,50,3468,1401,658,689,214.5,354,65,5.5,800,1749,11.2,324,2.766427474
2735,13275,96.0,1.505640971,9870,12895,35832,41.56517516,302.7,72088,20.2,67024,126,76,11456,49,111.2396003,1020,21.48205858,34.9,350,104.9,59438,4547,1154,7308,61960,2.6,3971,51986,6.6,4288,2635,7832,34.14366927,8.7,6.2,8607,1377,7.4,5.3,66523,30.2,1544,10060,460,36852,13206,7710,8129,265.0,165,3851,7.8,7392,18136,11.7,3198,38.11524191
2190,6475,119.7,0.759485178,3529,8013,13890,24.97365967,330.2,51907,28.4,49561,368,14,5474,4,50.12602174,581,12.41981644,39.2,45,128.9,28949,2756,473,1107,47215,3.3,1584,24662,11.7,2998,1477,2703,24.57157928,11.2,8.4,4611,824,12.1,8.9,29897,30.2,144,3503,142,14471,8571,3267,3066,305.7,311,175,11.3,4743,9668,7.7,2066,17.98192848
2209,8534,86.4,1.032485214,6709,9221,23703,25.43174106,264.9,61731,20.4,57506,31,27,7586,5,71.39674069,746,14.28400597,39.3,432,94.6,42557,3071,623,3260,53281,2.7,1735,36259,7.1,2967,1777,4761,23.60742508,8.5,6.1,5437,966,7.9,6.1,45131,34.4,1308,8523,236,24449,9015,4881,5046,238.3,105,380,7.5,5030,14265,10.0,2226,23.69281859
337,1156,68.9,0.109793137,428,944,2102,2.249539393,192.6,52926,39.6,47682,329,2,729,12,3.40358726,88,1.507825754,41.8,128,73.9,4107,518,95,21,42438,4.1,335,3537,5.5,570,224,387,1.678615079,14.6,10.3,619,144,5.8,9.5,4280,29.6,15,329,37,2190,1641,453,409,181.6,326,24,8.1,861,1477,10.2,365,0.949100677
2172,9727,82.1,0.763207326,5067,8328,15802,21.12781255,244.8,46136,25.2,41511,217,87,4923,14,53.8712683,868,9.903080421,47.0,-185,91.1,29999,5134,761,425,36886,4.4,3669,29885,7.3,3326,1776,5003,19.0243387,17.2,8.5,5176,1304,7.7,7.3,39006,33.8,299,4471,7528,16670,9932,4413,4447,213.8,71,332,11.3,5327,14031,11.3,2546,18.22390175
4478,13056,83.7,0.975838368,7581,17290,29352,27.19269183,292.7,58035,23.7,53978,363,10,6545,3,114.595617,1396,11.2472917,43.5,-313,93.7,54891,5931,1433,902,49921,3.3,3993,45680,7.1,4652,2791,6808,30.37674176,13.0,8.7,8351,1490,8.3,9.8,58799,34.7,252,6673,217,30748,14131,7020,6886,248.6,23,1996,10.5,8037,19849,10.7,3987,39.76792853
1201,4544,68.9,0.534215441,3047,3784,10753,10.94548081,192.6,57222,21.6,53447,134,12,1711,6,16.56067867,278,7.336558721,45.2,29,73.9,19660,1967,392,82,49672,3.6,2763,14920,5.5,1463,892,3383,8.167560517,13.2,8.3,2425,531,5.8,8.0,20825,32.2,122,2722,475,11031,4407,2224,2399,181.6,23,164,8.1,2270,6749,15.0,1235,4.617995699
2288,5871,61.2,0.886996615,3687,6051,10439,9.828639257,191.3,42164,22.3,38173,148,38,2288,9,30.29227833,492,0.958673109,56.8,-184,65.9,16807,3427,265,607,34182,4.0,4002,20434,6.7,2092,1088,3221,18.68964584,16.8,9.8,3567,824,7.1,11.2,26758,42.0,128,3396,97,10931,6069,3191,3113,174.8,122,9423,11.9,3403,11601,10.9,2009,10.56332332
929,4210,77.9,0.603208028,2004,3906,8310,11.046886,218.2,61288,27.8,56338,13,1,2584,14,20.89246787,273,4.360478368,41.5,-19,84.8,15602,1356,202,234,51388,3.2,745,12482,6.5,1323,1043,1983,9.825134143,10.9,8.0,2109,401,6.9,7.4,16134,32.7,135,1731,50,8583,4559,1766,1965,193.1,76,144,10.3,2210,5178,11.7,1001,6.533049654
13569,85702,96.0,8.007987448,46654,65852,191154,221.0708976,302.7,84836,18.4,82284,359,217,70007,5,591.6452459,5432,114.2556949,40.1,3292,104.9,299084,23246,10145,2961,79732,2.5,14385,269417,6.6,21782,10543,45234,181.5984555,8.6,5.6,52528,6701,7.4,5.0,353813,33.1,16998,42246,3086,196586,63313,45810,49400,265.0,101,24283,6.1,39616,108036,12.0,15192,202.721887
27003,90654,114.6,5.111516717,62294,93236,220606,134.3306593,449.5,54964,22.1,52682,217,834,85913,91,1412.277992,10659,147.6206028,41.3,2138,134.3,389390,38894,12691,15129,50400,3.2,46509,369266,7.3,33046,20705,53262,426.9138762,10.5,7.3,64353,11860,9.6,7.3,470406,32.0,12723,67112,3736,231265,103567,54754,58543,353.7,40,51032,9.7,56337,152372,10.4,27022,626.5356424
3397,13283,86.4,1.622976802,9680,14302,38102,39.97648122,264.9,63082,21.4,59032,19,27,14423,35,112.229456,1180,22.4532129,37.9,334,94.6,66631,4938,1070,3319,54982,2.7,3001,57277,7.1,4994,2826,7253,37.10881545,8.6,6.2,9287,1541,7.9,5.9,70942,32.2,2192,12774,337,39282,15091,7513,7996,238.3,151,685,7.1,8619,21701,9.6,3574,37.24304661
521,1614,77.9,0.337122027,1346,1888,4138,6.173904241,218.2,59988,23.9,54830,3,0,1145,0,11.67642139,113,2.43699228,44.0,26,84.8,8839,718,101,107,49672,3.2,937,6370,6.5,646,466,1497,5.491089288,11.3,8.2,1074,206,6.9,8.2,9017,34.7,29,997,28,4251,2110,959,967,193.1,350,20,8.8,1065,2804,18.5,524,3.651202971
4127,13434,71.2,1.193951518,7264,12583,22798,22.08219243,217.1,42457,18.3,39104,51,162,6438,19,74.97069829,955,6.324396654,51.1,753,77.2,28865,6821,1491,574,35751,3.6,6495,43813,6.9,3656,1813,7989,29.99064357,15.6,8.2,7630,1584,7.6,9.4,57781,38.3,507,8263,359,23753,10680,7032,7802,196.7,50,26397,11.4,6332,22378,13.2,3613,27.01167543
